0.014849,0.014849,0.014849,0.014849,0.014849,0.014849,0.014849,0.014849,0.014849,0.014849,0.014849,0.014849,0.014849,0.014849,0.014849,0.014849,0.014849,0.014849,0.014849,0.014849,0.014849,0.014849
0.01453,0.01453,0.01453,0.01453,0.01453,0.01453,0.01453,0.01453,0.01453,0.01453,0.01453,0.01453,0.01453,0.01453,0.01453,0.01453,0.01453,0.01453,0.01453,0.01453,0.01453,0.01453
0.013618,0.013618,0.013618,0.013618,0.013618,0.013618,0.013618,0.013618,0.013618,0.013618,0.013618,0.013618,0.013618,0.013618,0.013618,0.013618,0.013618,0.013618,0.013618,0.013618,0.013618,0.013618
0.01288,0.01288,0.01288,0.01288,0.01288,0.01288,0.01288,0.01288,0.01288,0.01288,0.01288,0.01288,0.01288,0.01288,0.01288,0.01288,0.01288,0.01288,0.01288,0.01288,0.01288,0.01288
0.012248,0.012248,0.012248,0.012248,0.012248,0.012248,0.012248,0.012248,0.012248,0.012248,0.012248,0.012248,0.012248,0.012248,0.012248,0.012248,0.012248,0.012248,0.012248,0.012248,0.012248,0.012248
0.012598,0.012598,0.012598,0.012598,0.012598,0.012598,0.012598,0.012598,0.012598,0.012598,0.012598,0.012598,0.012598,0.012598,0.012598,0.012598,0.012598,0.012598,0.012598,0.012598,0.012598,0.012598
0.011942,0.011942,0.011942,0.011942,0.011942,0.011942,0.011942,0.011942,0.011942,0.011942,0.011942,0.011942,0.011942,0.011942,0.011942,0.011942,0.011942,0.011942,0.011942,0.011942,0.011942,0.011942
0.010883,0.010883,0.010883,0.010883,0.010883,0.010883,0.010883,0.010883,0.010883,0.010883,0.010883,0.010883,0.010883,0.010883,0.010883,0.010883,0.010883,0.010883,0.010883,0.010883,0.010883,0.010883
0.0098882,0.0098882,0.0098882,0.0098882,0.0098882,0.0098882,0.0098882,0.0098882,0.0098882,0.0098882,0.0098882,0.0098882,0.0098882,0.0098882,0.0098882,0.0098882,0.0098882,0.0098882,0.0098882,0.0098882,0.0098882,0.0098882
0.0070329,0.0070329,0.0070329,0.0070329,0.0070329,0.0070329,0.0070329,0.0070329,0.0070329,0.0070329,0.0070329,0.0070329,0.0070329,0.0070329,0.0070329,0.0070329,0.0070329,0.0070329,0.0070329,0.0070329,0.0070329,0.0070329
0.0046308,0.0046308,0.0046308,0.0046308,0.0046308,0.0046308,0.0046308,0.0046308,0.0046308,0.0046308,0.0046308,0.0046308,0.0046308,0.0046308,0.0046308,0.0046308,0.0046308,0.0046308,0.0046308,0.0046308,0.0046308,0.0046308
0.0033482,0.0033482,0.0033482,0.0033482,0.0033482,0.0033482,0.0033482,0.0033482,0.0033482,0.0033482,0.0033482,0.0033482,0.0033482,0.0033482,0.0033482,0.0033482,0.0033482,0.0033482,0.0033482,0.0033482,0.0033482,0.0033482
0.0033465,0.0033465,0.0033465,0.0033465,0.0033465,0.0033465,0.0033465,0.0033465,0.0033465,0.0033465,0.0033465,0.0033465,0.0033465,0.0033465,0.0033465,0.0033465,0.0033465,0.0033465,0.0033465,0.0033465,0.0033465,0.0033465
0.0033453,0.0033453,0.0033453,0.0033453,0.0033453,0.0033453,0.0033453,0.0033453,0.0033453,0.0033453,0.0033453,0.0033453,0.0033453,0.0033453,0.0033453,0.0033453,0.0033453,0.0033453,0.0033453,0.0033453,0.0033453,0.0033453
